manifest_id,dataset,business_key,source_row_number,issue_code,rule_category,field_name,notes
DQ-0238,orders,ORD-0000158,158,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0239,orders,ORD-0000159,159,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0240,orders,ORD-0000160,160,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0241,orders,ORD-0000161,161,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0242,orders,ORD-0000162,162,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0243,orders,ORD-0000163,163,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0244,orders,ORD-0000164,164,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0245,orders,ORD-0000165,165,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0246,orders,ORD-0000166,166,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0247,orders,ORD-0000167,167,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0248,orders,ORD-0000168,168,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0249,orders,ORD-0000169,169,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0250,orders,ORD-0000170,170,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0251,orders,ORD-0000171,171,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0252,orders,ORD-0000172,172,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0253,orders,ORD-0000173,173,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0254,orders,ORD-0000174,174,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0255,orders,ORD-0000175,175,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0256,orders,ORD-0000176,176,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0257,orders,ORD-0000177,177,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0258,orders,ORD-0000178,178,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0259,orders,ORD-0000179,179,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0260,orders,ORD-0000180,180,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0261,orders,ORD-0000181,181,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0262,orders,ORD-0000182,182,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0263,orders,ORD-0000183,183,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0264,orders,ORD-0000184,184,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0265,orders,ORD-0000185,185,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0266,orders,ORD-0000186,186,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0267,orders,ORD-0000187,187,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0268,orders,ORD-0000188,188,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0269,orders,ORD-0000189,189,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0270,orders,ORD-0000190,190,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0271,orders,ORD-0000191,191,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0272,orders,ORD-0000192,192,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0273,orders,ORD-0000193,193,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0274,orders,ORD-0000194,194,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0275,orders,ORD-0000195,195,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0276,orders,ORD-0000196,196,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0277,orders,ORD-0000197,197,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0278,orders,ORD-0000198,198,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0279,orders,ORD-0000199,199,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0280,orders,ORD-0000200,200,ORD_PROD_ID_MISSING,completeness,product_id,Injected blank product_id for completeness failure
DQ-0281,orders,ORD-0000201,201,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-001
DQ-0282,orders,ORD-0000202,202,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-002
DQ-0283,orders,ORD-0000203,203,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-003
DQ-0284,orders,ORD-0000204,204,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-004
DQ-0285,orders,ORD-0000205,205,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-005
DQ-0286,orders,ORD-0000206,206,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-006
DQ-0287,orders,ORD-0000207,207,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-007
DQ-0288,orders,ORD-0000208,208,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-008
DQ-0289,orders,ORD-0000209,209,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-009
DQ-0290,orders,ORD-0000210,210,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-010
DQ-0291,orders,ORD-0000211,211,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-011
DQ-0292,orders,ORD-0000212,212,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-012
DQ-0293,orders,ORD-0000213,213,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-013
DQ-0294,orders,ORD-0000214,214,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-014
DQ-0295,orders,ORD-0000215,215,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-015
DQ-0296,orders,ORD-0000216,216,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-016
DQ-0297,orders,ORD-0000217,217,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-017
DQ-0298,orders,ORD-0000218,218,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-018
DQ-0299,orders,ORD-0000219,219,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-019
DQ-0300,orders,ORD-0000220,220,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-020
DQ-0301,orders,ORD-0000221,221,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-021
DQ-0302,orders,ORD-0000222,222,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-022
DQ-0303,orders,ORD-0000223,223,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-023
DQ-0304,orders,ORD-0000224,224,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-024
DQ-0305,orders,ORD-0000225,225,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-025
DQ-0306,orders,ORD-0000226,226,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-026
DQ-0307,orders,ORD-0000227,227,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-027
DQ-0308,orders,ORD-0000228,228,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-028
DQ-0309,orders,ORD-0000229,229,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-029
DQ-0310,orders,ORD-0000230,230,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-030
DQ-0311,orders,ORD-0000231,231,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-031
DQ-0312,orders,ORD-0000232,232,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-032
DQ-0313,orders,ORD-0000233,233,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-033
DQ-0314,orders,ORD-0000234,234,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-034
DQ-0315,orders,ORD-0000235,235,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-035
DQ-0316,orders,ORD-0000236,236,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-036
DQ-0317,orders,ORD-0000237,237,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-037
DQ-0318,orders,ORD-0000238,238,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-038
DQ-0319,orders,ORD-0000239,239,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-039
DQ-0320,orders,ORD-0000240,240,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-040
DQ-0321,orders,ORD-0000241,241,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-041
DQ-0322,orders,ORD-0000242,242,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-042
DQ-0323,orders,ORD-0000243,243,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-043
DQ-0324,orders,ORD-0000244,244,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-044
DQ-0325,orders,ORD-0000245,245,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-045
DQ-0326,orders,ORD-0000246,246,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-046
DQ-0327,orders,ORD-0000247,247,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-047
DQ-0328,orders,ORD-0000248,248,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-048
DQ-0329,orders,ORD-0000249,249,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-049
DQ-0330,orders,ORD-0000250,250,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-050
DQ-0331,orders,ORD-0000251,251,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-051
DQ-0332,orders,ORD-0000252,252,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-052
DQ-0333,orders,ORD-0000253,253,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-053
DQ-0334,orders,ORD-0000254,254,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-054
DQ-0335,orders,ORD-0000255,255,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-055
DQ-0336,orders,ORD-0000256,256,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-056
DQ-0337,orders,ORD-0000257,257,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-057
DQ-0338,orders,ORD-0000258,258,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-058
DQ-0339,orders,ORD-0000259,259,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-059
DQ-0340,orders,ORD-0000260,260,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-060
DQ-0341,orders,ORD-0000261,261,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-061
DQ-0342,orders,ORD-0000262,262,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-062
DQ-0343,orders,ORD-0000263,263,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-063
DQ-0344,orders,ORD-0000264,264,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-064
DQ-0345,orders,ORD-0000265,265,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-065
DQ-0346,orders,ORD-0000266,266,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-066
DQ-0347,orders,ORD-0000267,267,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-067
DQ-0348,orders,ORD-0000268,268,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-068
DQ-0349,orders,ORD-0000269,269,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-069
DQ-0350,orders,ORD-0000270,270,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-070
DQ-0351,orders,ORD-0000271,271,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-071
DQ-0352,orders,ORD-0000272,272,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-072
DQ-0353,orders,ORD-0000273,273,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-073
DQ-0354,orders,ORD-0000274,274,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-074
DQ-0355,orders,ORD-0000275,275,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-075
DQ-0356,orders,ORD-0000276,276,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-076
DQ-0357,orders,ORD-0000277,277,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-077
DQ-0358,orders,ORD-0000278,278,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-078
DQ-0359,orders,ORD-0000279,279,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-079
DQ-0360,orders,ORD-0000280,280,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-080
DQ-0361,orders,ORD-0000281,281,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-081
DQ-0362,orders,ORD-0000282,282,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-082
DQ-0363,orders,ORD-0000283,283,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-083
DQ-0364,orders,ORD-0000284,284,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-084
DQ-0365,orders,ORD-0000285,285,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-085
DQ-0366,orders,ORD-0000286,286,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-086
DQ-0367,orders,ORD-0000287,287,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-087
DQ-0368,orders,ORD-0000288,288,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-088
DQ-0369,orders,ORD-0000289,289,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-089
DQ-0370,orders,ORD-0000290,290,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-090
DQ-0371,orders,ORD-0000291,291,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-091
DQ-0372,orders,ORD-0000292,292,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-092
DQ-0373,orders,ORD-0000293,293,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-093
DQ-0374,orders,ORD-0000294,294,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-094
DQ-0375,orders,ORD-0000295,295,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-095
DQ-0376,orders,ORD-0000296,296,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-096
DQ-0377,orders,ORD-0000297,297,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-097
DQ-0378,orders,ORD-0000298,298,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-098
DQ-0379,orders,ORD-0000299,299,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-099
DQ-0380,orders,ORD-0000300,300,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-100
DQ-0381,orders,ORD-0000301,301,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-101
DQ-0382,orders,ORD-0000302,302,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-102
DQ-0383,orders,ORD-0000303,303,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-103
DQ-0384,orders,ORD-0000304,304,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-104
DQ-0385,orders,ORD-0000305,305,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-105
DQ-0386,orders,ORD-0000306,306,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-106
DQ-0387,orders,ORD-0000307,307,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-107
DQ-0388,orders,ORD-0000308,308,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-108
DQ-0389,orders,ORD-0000309,309,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-109
DQ-0390,orders,ORD-0000310,310,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-110
DQ-0391,orders,ORD-0000311,311,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-111
DQ-0392,orders,ORD-0000312,312,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-112
DQ-0393,orders,ORD-0000313,313,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-113
DQ-0394,orders,ORD-0000314,314,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-114
DQ-0395,orders,ORD-0000315,315,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-115
DQ-0396,orders,ORD-0000316,316,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-116
DQ-0397,orders,ORD-0000317,317,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-117
DQ-0398,orders,ORD-0000318,318,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-118
DQ-0399,orders,ORD-0000319,319,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-119
DQ-0400,orders,ORD-0000320,320,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-120
DQ-0401,orders,ORD-0000321,321,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-121
DQ-0402,orders,ORD-0000322,322,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-122
DQ-0403,orders,ORD-0000323,323,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-123
DQ-0404,orders,ORD-0000324,324,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-124
DQ-0405,orders,ORD-0000325,325,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-125
DQ-0406,orders,ORD-0000326,326,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-126
DQ-0407,orders,ORD-0000327,327,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-127
DQ-0408,orders,ORD-0000328,328,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-128
DQ-0409,orders,ORD-0000329,329,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-129
DQ-0410,orders,ORD-0000330,330,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-130
DQ-0411,orders,ORD-0000331,331,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-131
DQ-0412,orders,ORD-0000332,332,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-132
DQ-0413,orders,ORD-0000333,333,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-133
DQ-0414,orders,ORD-0000334,334,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-134
DQ-0415,orders,ORD-0000335,335,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-135
DQ-0416,orders,ORD-0000336,336,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-136
DQ-0417,orders,ORD-0000337,337,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-137
DQ-0418,orders,ORD-0000338,338,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-138
DQ-0419,orders,ORD-0000339,339,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-139
DQ-0420,orders,ORD-0000340,340,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-140
DQ-0421,orders,ORD-0000341,341,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-141
DQ-0422,orders,ORD-0000342,342,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-142
DQ-0423,orders,ORD-0000343,343,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-143
DQ-0424,orders,ORD-0000344,344,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-144
DQ-0425,orders,ORD-0000345,345,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-145
DQ-0426,orders,ORD-0000346,346,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-146
DQ-0427,orders,ORD-0000347,347,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-147
DQ-0428,orders,ORD-0000348,348,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-148
DQ-0429,orders,ORD-0000349,349,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-149
DQ-0430,orders,ORD-0000350,350,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-150
DQ-0431,orders,ORD-0000351,351,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-151
DQ-0432,orders,ORD-0000352,352,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-152
DQ-0433,orders,ORD-0000353,353,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-153
DQ-0434,orders,ORD-0000354,354,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-154
DQ-0435,orders,ORD-0000355,355,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-155
DQ-0436,orders,ORD-0000356,356,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-156
DQ-0437,orders,ORD-0000357,357,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-157
DQ-0438,orders,ORD-0000358,358,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-158
DQ-0439,orders,ORD-0000359,359,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-159
DQ-0440,orders,ORD-0000360,360,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-160
DQ-0441,orders,ORD-0000361,361,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-161
DQ-0442,orders,ORD-0000362,362,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-162
DQ-0443,orders,ORD-0000363,363,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-163
DQ-0444,orders,ORD-0000364,364,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-164
DQ-0445,orders,ORD-0000365,365,ORD_CUST_ID_INVALID,referential_integrity,customer_id,Injected orphan customer_id CUST-INVALID-165
